index	word	lemma	posUni	posFine	morph	head	dep	_	coarse_dep
7	gölü'nün	göl	NOUN	Noun	Case=Gen|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	6	flat	_	flat
8	dağ	dağ	NOUN	Noun	Case=Nom|Number=Sing|Person=3	14	nmod	_	nmod
11	orman	orman	NOUN	Noun	Case=Nom|Number=Sing|Person=3	9	conj	_	conj
14	bölgesi	bölge	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	21	nmod:poss	SpaceAfter=No	nmod
17	nehri	nehir	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	16	flat	_	flat
18	havzası	havza	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	16	flat	_	flat
21	civarında	civar	NOUN	Noun	Case=Loc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	22	obl	_	obl
3	makine	makine	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	_	root
3	fondamantalizmini	fondamantaliz	NOUN	Noun	Case=Acc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	4	obj	_	obj
2	yolu	yol	NOUN	Noun	Case=Acc|Number=Sing|Person=3	3	obj	_	obj
2	boşluğun	boşluk	NOUN	Noun	Case=Gen|Number=Sing|Person=3	3	nmod	_	nmod
3	içinde	içinde	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	_	root
8	şey	şey	NOUN	Noun	Case=Nom|Number=Sing|Person=3	7	compound	_	compound
5	kulu	kul	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	6	obj	_	obj
10	dünyayı	dünya	NOUN	Noun	Case=Acc|Number=Sing|Person=3	11	obj	_	obj
1	gençliğinde	gençlik	NOUN	Noun	Case=Loc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	2	obl	_	obl
3	tercih	tercih	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	_	root
5	psikiyatrist	psikiyatrist	NOUN	Noun	Case=Nom|Number=Sing|Person=3	15	nsubj	_	nsubj
8	psikolog	psikolog	NOUN	Noun	Case=Nom|Number=Sing|Person=3	5	conj	_	conj
10	kabuğun	kabuk	NOUN	Noun	Case=Gen|Number=Sing|Person=3	11	nmod:poss	_	nmod
14	boşluğu	boşluk	NOUN	Noun	Case=Acc|Number=Sing|Person=3	15	obj	_	obj
24	zeka	zeka	NOUN	Noun	Case=Nom|Number=Sing|Person=3	25	nmod:poss	_	nmod
25	parıltılarından	parıltı	NOUN	Noun	Case=Abl|Number=Plur|Number[psor]=Sing|Person=3|Person[psor]=3	26	obl	_	obl
27	tanısını	tanı	NOUN	Noun	Case=Acc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	28	obj	_	obj
2	parkı	park	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	1	flat	_	flat
4	peynirleri	peynir	NOUN	Noun	Case=Nom|Number=Plur|Number[psor]=Sing|Person=3|Person[psor]=3	1	conj	_	conj
5	rakıya	rakı	NOUN	Noun	Case=Dat|Number=Sing|Person=3	6	obl	_	obl
4	yol	yol	NOUN	Noun	Case=Nom|Number=Sing|Person=3	5	obj	_	obj
8	öncelikle	öncelik	NOUN	Noun	Case=Ins|Number=Sing|Person=3	12	obl	_	obl
11	avukat	avukat	NOUN	Noun	Case=Nom|Number=Sing|Person=3	12	obj	_	obj
13	zorunda	zorun	NOUN	Noun	Case=Loc|Number=Sing|Person=3	5	conj	_	conj
5	bugün	bugün	NOUN	Noun	Case=Nom|Number=Sing|Person=3	7	nmod	_	nmod
6	işler	iş	NOUN	Noun	Case=Nom|Number=Plur|Person=3	7	nsubj	_	nsubj
7	kesat	kesat	NOUN	Noun	Case=Nom|Number=Sing|Person=3	2	conj	SpaceAfter=No	conj
1	yolculuk	yolculuk	NOUN	Noun	Case=Nom|Number=Sing|Person=3	5	nsubj	_	nsubj
3	barınağın	barınak	NOUN	Noun	Case=Gen|Number=Sing|Person=3	4	nmod:poss	_	nmod
4	oğlum	oğul	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=1	2	nmod	_	nmod
6	ay	ay	NOUN	Noun	Case=Nom|Number=Sing|Person=3	8	obl	_	obl
10	insan	insan	NOUN	Noun	Case=Nom|Number=Sing|Person=3	9	nsubj	_	nsubj
2	an	an	NOUN	Noun	Case=Nom|Number=Sing|Person=3	9	obl	_	obl
7	parktan	park	NOUN	Noun	Case=Abl|Number=Sing|Person=3	3	conj	_	conj
5	görev	görev	NOUN	Noun	Case=Nom|Number=Sing|Person=3	7	obj	SpaceAfter=No	obj
1	aptallığıma	aptallık	NOUN	Noun	Case=Dat|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=1	2	obl	_	obl
6	şekilde	şekil	NOUN	Noun	Case=Loc|Number=Sing|Person=3	7	nmod	_	nmod
7	yüzünü	yüz	NOUN	Noun	Case=Acc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	0	root	_	root
1	çay	çay	NOUN	Noun	Case=Nom|Number=Sing|Person=3	2	obj	_	obj
3	parkı	park	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	2	flat	_	flat
1	elektrozayıf	elektrozayıf	NOUN	Noun	Case=Nom|Number=Sing|Person=3	2	nmod	_	nmod
2	kuramın	kuram	NOUN	Noun	Case=Gen|Number=Sing|Person=3	3	nmod:poss	_	nmod
5	ödülü	ödül	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	6	obj	_	obj
7	bilim	bilim	NOUN	Noun	Case=Nom|Number=Sing|Person=3	9	nmod:poss	_	nmod
8	insanlarından	insan	NOUN	Noun	Case=Abl|Number=Plur|Number[psor]=Sing|Person=3|Person[psor]=3	7	compound	_	compound
14	projenin	proje	NOUN	Noun	Case=Gen|Number=Sing|Person=3	16	nmod:poss	_	nmod
16	şansının	şans	NOUN	Noun	Case=Gen|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	18	nmod:poss	_	nmod
20	şakayla	şaka	NOUN	Noun	Case=Ins|Number=Sing|Person=3	21	obl	_	obl
24	erke	erke	NOUN	Noun	Case=Nom|Number=Sing|Person=3	25	nmod:poss	_	nmod
25	düzeylerine	düzey	NOUN	Noun	Case=Dat|Number=Plur|Number[psor]=Sing|Person=3|Person[psor]=3	26	obl	_	obl
28	hızlandırıcının	hızlandırıcı	NOUN	Noun	Case=Gen|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=2	29	nmod:poss	_	nmod
29	boyu	boy	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	45	nsubj	_	nsubj
31	ışık	ışık	NOUN	Noun	Case=Nom|Number=Sing|Person=3	33	nmod	_	nmod
32	yılı	yıl	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	31	compound	_	compound
33	uzunluklarda	uzunluk	NOUN	Noun	Case=Loc|Number=Plur|Person=3	37	obl	_	obl
36	saniyede	saniye	NOUN	Noun	Case=Loc|Number=Sing|Person=3	33	conj	_	conj
38	erke	erke	NOUN	Noun	Case=Nom|Number=Sing|Person=3	45	nsubj	_	nsubj
42	saniyede	saniye	NOUN	Noun	Case=Loc|Number=Sing|Person=3	43	obl	_	obl
44	erkeye	erke	NOUN	Noun	Case=Dat|Number=Sing|Person=3	45	obl	_	obl
1	hızla	hız	NOUN	Noun	Case=Ins|Number=Sing|Person=3	4	obl	_	obl
2	kapıya	kapı	NOUN	Noun	Case=Dat|Number=Sing|Person=3	4	obl	_	obl
2	dışarının	dışarı	NOUN	Noun	Case=Gen|Number=Sing|Person=3	3	nmod:poss	_	nmod
4	nispet	nispet	NOUN	Noun	Case=Nom|Number=Sing|Person=3	12	obl	SpaceAfter=No	obl
6	içerisi	içeri	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	12	obl	_	obl
10	soba	soba	NOUN	Noun	Case=Nom|Number=Sing|Person=3	11	nmod:poss	_	nmod
11	sayesinde	saye	NOUN	Noun	Case=Loc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	12	obl	_	obl
2	kazayla	kaza	NOUN	Noun	Case=Ins|Number=Sing|Person=3	11	obl	_	obl
6	hayaller	hayal	NOUN	Noun	Case=Nom|Number=Plur|Person=3	11	nsubj	_	nsubj
10	yuva	yuva	NOUN	Noun	Case=Nom|Number=Sing|Person=3	6	conj	_	conj
1	toplantılar	toplantı	NOUN	Noun	Case=Nom|Number=Plur|Person=3	8	nsubj	SpaceAfter=No	nsubj
6	zamanlara	zaman	NOUN	Noun	Case=Dat|Number=Plur|Person=3	8	obl	_	obl
5	ellerinde	el	NOUN	Noun	Case=Loc|Number=Plur|Number[psor]=Plur|Person=3|Person[psor]=3	7	nmod	_	nmod
7	belgelerle	belge	NOUN	Noun	Case=Ins|Number=Plur|Person=3	9	obj	_	obj
8	notları	not	NOUN	Noun	Case=Acc|Number=Plur|Person=3	7	conj	_	conj
10	olayı	olay	NOUN	Noun	Case=Acc|Number=Sing|Person=3	14	obj	_	obj
12	kez	kez	NOUN	Noun	Case=Nom|Number=Sing|Person=3	11	compound	_	compound
1	adam	adam	NOUN	Noun	Case=Nom|Number=Sing|Person=3	9	nsubj	SpaceAfter=No	nsubj
4	mandıra	mandıra	NOUN	Noun	Case=Nom|Number=Sing|Person=3	5	nmod:poss	_	nmod
5	sahibi	sahip	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	1	appos	_	appos
9	başının	baş	NOUN	Noun	Case=Gen|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	0	root	_	root
10	etini	et	NOUN	Noun	Case=Acc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	9	compound	_	compound
19	daire	daire	NOUN	Noun	Case=Nom|Number=Sing|Person=3	20	obj	_	obj
7	dansı	dans	NOUN	Noun	Case=Acc|Number=Sing|Person=3	8	obj	_	obj
3	çocukluk	çocukluk	NOUN	Noun	Case=Nom|Number=Sing|Person=3	4	nmod	_	nmod
4	arkadaş	arkadaş	NOUN	Noun	Case=Nom|Number=Sing|Person=3	1	conj	_	conj
2	intikam	intikam	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	_	root
1	gürültü	gürültü	NOUN	Noun	Case=Nom|Number=Sing|Person=3	3	obj	_	obj
2	durumlarda	durum	NOUN	Noun	Case=Loc|Number=Plur|Person=3	8	obl	_	obl
6	yüzüne	yüz	NOUN	Noun	Case=Dat|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	8	obl	_	obl
1	herkes	herkes	NOUN	Noun	Case=Nom|Number=Sing|Person=3	3	nsubj	_	nsubj
3	peşinde	peş	NOUN	Noun	Case=Loc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	0	root	SpaceAfter=No	root
5	yufka	yufka	NOUN	Noun	Case=Nom|Number=Sing|Person=3	6	obl	_	obl
9	insan	insan	NOUN	Noun	Case=Nom|Number=Sing|Person=3	3	conj	_	conj
2	krizmalarıyla	krizma	NOUN	Noun	Case=Ins|Number=Plur|Number[psor]=Plur|Person=3|Person[psor]=3	3	obl	_	obl
1	hayatın	hayat	NOUN	Noun	Case=Gen|Number=Sing|Person=3	2	nmod:poss	_	nmod
2	başlangıcı	başlangıç	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	0	root	_	root
8	ev	ev	NOUN	Noun	Case=Nom|Number=Sing|Person=3	9	nsubj	_	nsubj
10	dünyaya	dünya	NOUN	Noun	Case=Dat|Number=Sing|Person=3	12	nmod	_	nmod
11	hazırlanma	hazırlanma	NOUN	Noun	Case=Nom|Number=Sing|Person=3	12	nmod:poss	_	nmod
12	alanı	alan	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	2	conj	_	conj
1	bilgiye	bilgi	NOUN	Noun	Case=Dat|Number=Sing|Person=3	13	obl	SpaceAfter=No	obl
5	araçların	araç	NOUN	Noun	Case=Gen|Number=Plur|Person=3	6	nmod:poss	_	nmod
8	devlet	devlet	NOUN	Noun	Case=Nom|Number=Sing|Person=3	9	nmod:poss	_	nmod
9	düzeninin	düzen	NOUN	Noun	Case=Gen|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	10	nmod:poss	_	nmod
11	aracı	araç	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	12	nmod:poss	_	nmod
12	gözüyle	göz	NOUN	Noun	Case=Ins|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	13	obl	_	obl
16	teoriyi	teori	NOUN	Noun	Case=Acc|Number=Sing|Person=3	27	obj	SpaceAfter=No	obj
18	vakit	vakit	NOUN	Noun	Case=Nom|Number=Sing|Person=3	19	nmod:poss	_	nmod
22	işe	iş	NOUN	Noun	Case=Dat|Number=Sing|Person=3	25	nmod	_	nmod
25	etkinlik	etkinlik	NOUN	Noun	Case=Nom|Number=Sing|Person=3	26	obj	_	obj
3	parkı	park	NOUN	Noun	Case=Acc|Number=Sing|Person=3	1	obj	SpaceAfter=No	obj
3	fizik	fizik	NOUN	Noun	Case=Nom|Number=Sing|Person=3	4	nmod:poss	_	nmod
4	dalında	dal	NOUN	Noun	Case=Loc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	9	nmod	_	nmod
6	ödül	ödül	NOUN	Noun	Case=Nom|Number=Sing|Person=3	9	nmod	_	nmod
9	bilimci	bilimci	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	_	root
1	çocuklar	çocuk	NOUN	Noun	Case=Nom|Number=Plur|Person=3	2	nsubj	_	nsubj
2	izin	izin	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	_	root
6	familyası	familya	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	7	nmod:poss	_	nmod
7	imajını	imaj	NOUN	Noun	Case=Acc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	8	obj	_	obj
10	okulları	okul	NOUN	Noun	Case=Nom|Number=Plur|Number[psor]=Sing|Person=3|Person[psor]=3	11	obj	_	obj
1	evet	evet	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	SpaceAfter=No	root
1	hiçlikten	hiçlik	NOUN	Noun	Case=Abl|Number=Sing|Person=3	2	obl	_	obl
7	görünüşe	görünüş	NOUN	Noun	Case=Dat|Number=Sing|Person=3	10	obl	_	obl
8	gerçeklik	gerçeklik	NOUN	Noun	Case=Nom|Number=Sing|Person=3	9	nmod:poss	_	nmod
9	adı	ad	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	10	nsubj	_	nsubj
15	parabol	parabol	NOUN	Noun	Case=Nom|Number=Sing|Person=3	18	obl	_	obl
3	sinek	sinek	NOUN	Noun	Case=Nom|Number=Sing|Person=3	4	nmod:poss	_	nmod
8	park	park	NOUN	Noun	Case=Nom|Number=Sing|Person=3	4	nsubj	SpaceAfter=No	nsubj
1	ses	ses	NOUN	Noun	Case=Nom|Number=Sing|Person=3	2	nmod:poss	_	nmod
2	dalgalarının	dalga	NOUN	Noun	Case=Gen|Number=Sing|Number[psor]=Plur|Person=3|Person[psor]=3	3	nsubj	_	nsubj
4	insanlar	insan	NOUN	Noun	Case=Nom|Number=Plur|Person=3	8	nsubj	SpaceAfter=No	nsubj
6	müziğin	müzik	NOUN	Noun	Case=Gen|Number=Sing|Person=3	7	nsubj	_	nsubj
15	darbuka	darbuka	NOUN	Noun	Case=Nom|Number=Sing|Person=3	17	nmod	_	nmod
17	çocukta	çocuk	NOUN	Noun	Case=Loc|Number=Sing|Person=3	21	obl	_	obl
20	şeyler	şey	NOUN	Noun	Case=Nom|Number=Plur|Person=3	21	obj	_	obj
1	sistem	sistem	NOUN	Noun	Case=Nom|Number=Sing|Person=3	5	obl	_	obl
4	kalıcı	kalıcı	NOUN	Noun	Case=Nom|Number=Sing|Person=3	1	conj	_	conj
6	şeyden	şey	NOUN	Noun	Case=Abl|Number=Sing|Person=3	5	compound	_	compound
1	dün	dün	NOUN	Noun	Case=Nom|Number=Sing|Person=3	2	nmod	_	nmod
2	akşam	akşam	NOUN	Noun	Case=Nom|Number=Sing|Person=3	9	nmod	_	nmod
8	barışa	barış	NOUN	Noun	Case=Dat|Number=Sing|Person=3	9	nmod	_	nmod
9	imza	imza	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	_	root
2	yıl	yıl	NOUN	Noun	Case=Nom|Number=Sing|Person=3	5	obl	_	obl
3	sonbahar	sonbahar	NOUN	Noun	Case=Nom|Number=Sing|Person=3	5	nsubj	_	nsubj
8	saplantım	saplantı	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=1	9	obj	_	obj
7	soyu	soy	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	8	nmod	_	nmod
8	amazon	amazon	NOUN	Noun	Case=Nom|Number=Sing|Person=3	3	conj	_	conj
2	alanda	alan	NOUN	Noun	Case=Loc|Number=Sing|Person=3	4	obl	_	obl
6	bilim	bilim	NOUN	Noun	Case=Nom|Number=Sing|Person=3	10	obj	_	obj
7	dalı	dal	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	6	compound	_	compound
13	bilgiye	bilgi	NOUN	Noun	Case=Dat|Number=Sing|Person=3	14	obl	_	obl
20	bilgilere	bilgi	NOUN	Noun	Case=Dat|Number=Plur|Person=3	25	obj	SpaceAfter=No	obj
22	olaylara	olay	NOUN	Noun	Case=Dat|Number=Plur|Person=3	20	conj	SpaceAfter=No	conj
24	süreçlere	süreç	NOUN	Noun	Case=Dat|Number=Plur|Person=3	20	conj	_	conj
25	yer	yer	NOUN	Noun	Case=Nom|Number=Sing|Person=3	10	conj	_	conj
2	ocak	ocak	NOUN	Noun	Case=Nom|Number=Sing|Person=3	5	nmod	_	nmod
4	demirci	demirci	NOUN	Noun	Case=Nom|Number=Sing|Person=3	5	nmod:poss	_	nmod
5	dükkanı	dükkan	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	6	obj	_	obj
9	fayton	fayton	NOUN	Noun	Case=Nom|Number=Sing|Person=3	10	nmod:poss	_	nmod
10	imalatından	imalat	NOUN	Noun	Case=Abl|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	11	obl	_	obl
3	odayı	oda	NOUN	Noun	Case=Acc|Number=Sing|Person=3	0	root	SpaceAfter=No	root
5	mutfağı	mutfak	NOUN	Noun	Case=Acc|Number=Sing|Person=3	3	conj	SpaceAfter=No	conj
1	yaşlılık	yaşlılık	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	_	root
4	çarpıntılar	çarpıntı	NOUN	Noun	Case=Nom|Number=Plur|Person=3	1	conj	SpaceAfter=No	conj
4	pilotların	pilot	NOUN	Noun	Case=Gen|Number=Plur|Person=3	8	nsubj	SpaceAfter=No	nsubj
6	subayların	subay	NOUN	Noun	Case=Gen|Number=Plur|Person=3	4	conj	_	conj
7	olayda	olay	NOUN	Noun	Case=Loc|Number=Sing|Person=3	8	obl	_	obl
11	önem	önem	NOUN	Noun	Case=Nom|Number=Sing|Person=3	14	nmod	_	nmod
14	konu	konu	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	_	root
3	anda	an	NOUN	Noun	Case=Loc|Number=Sing|Person=3	7	obl	_	obl
6	fikrini	fikir	NOUN	Noun	Case=Acc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	7	obj	_	obj
12	düşünce	düşünce	NOUN	Noun	Case=Nom|Number=Sing|Person=3	13	nsubj	_	nsubj
13	tarzı	tarz	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	7	conj	_	conj
4	canım	can	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=1	5	nmod	_	nmod
5	teyzeciğim	teyzeciğ	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=1	3	nsubj	SpaceAfter=No	nsubj
1	şehvet	şehvet	NOUN	Noun	Case=Nom|Number=Sing|Person=3	4	nsubj	_	nsubj
3	arzu	arzu	NOUN	Noun	Case=Nom|Number=Sing|Person=3	1	conj	_	conj
9	düşüncelere	düşünce	NOUN	Noun	Case=Dat|Number=Plur|Person=3	10	obl	_	obl
2	grupların	grup	NOUN	Noun	Case=Gen|Number=Plur|Person=3	4	nsubj	_	nsubj
7	durumda	durum	NOUN	Noun	Case=Loc|Number=Sing|Person=3	0	root	SpaceAfter=No	root
8	nohut	nohut	NOUN	Noun	Case=Nom|Number=Sing|Person=3	10	nsubj	_	nsubj
2	tarafta	taraf	NOUN	Noun	Case=Loc|Number=Sing|Person=3	3	nmod	_	nmod
3	tanklar	tank	NOUN	Noun	Case=Nom|Number=Plur|Person=3	0	root	SpaceAfter=No	root
2	elde	el	NOUN	Noun	Case=Loc|Number=Sing|Person=3	9	nmod:poss	_	nmod
4	doyum	doyum	NOUN	Noun	Case=Nom|Number=Sing|Person=3	9	obj	_	obj
7	doyumsuzluk	doyumsuzluk	NOUN	Noun	Case=Nom|Number=Sing|Person=3	4	conj	_	conj
10	karar	karar	NOUN	Noun	Case=Nom|Number=Sing|Person=3	17	nmod	_	nmod
13	tütsülerin	tütsü	NOUN	Noun	Case=Gen|Number=Plur|Person=3	14	nmod:poss	_	nmod
15	anıt	anıt	NOUN	Noun	Case=Nom|Number=Sing|Person=3	17	nmod	SpaceAfter=No	nmod
17	mezarlar	mezar	NOUN	Noun	Case=Nom|Number=Plur|Person=3	0	root	SpaceAfter=No	root
2	süt	süt	NOUN	Noun	Case=Nom|Number=Sing|Person=3	3	obj	_	obj
1	aile	aile	NOUN	Noun	Case=Nom|Number=Sing|Person=3	4	nsubj	_	nsubj
1	anne	anne	NOUN	Noun	Case=Nom|Number=Sing|Person=3	3	nsubj	_	nsubj
2	parayı	para	NOUN	Noun	Case=Acc|Number=Sing|Person=3	3	obj	_	obj
5	oğul	oğul	NOUN	Noun	Case=Nom|Number=Sing|Person=3	7	nsubj	_	nsubj
6	malı	mal	NOUN	Noun	Case=Acc|Number=Sing|Person=3	7	obj	_	obj
2	kriz	kriz	NOUN	Noun	Case=Nom|Number=Sing|Person=3	4	nsubj	_	nsubj
6	fıstık	fıstık	NOUN	Noun	Case=Nom|Number=Sing|Person=3	12	obj	SpaceAfter=No	obj
10	fındık	fındık	NOUN	Noun	Case=Nom|Number=Sing|Person=3	11	compound	_	compound
11	aryaları	arya	NOUN	Noun	Case=Acc|Number=Plur|Person=3	12	obj	_	obj
2	bakımdan	bakım	NOUN	Noun	Case=Abl|Number=Sing|Person=3	7	obl	_	obl
3	ikna	ikna	NOUN	Noun	Case=Nom|Number=Sing|Person=3	5	nmod:poss	_	nmod
5	konusunda	konu	NOUN	Noun	Case=Loc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	7	obl	_	obl
9	kar	kar	NOUN	Noun	Case=Nom|Number=Sing|Person=3	14	obj	_	obj
12	garanti	garanti	NOUN	Noun	Case=Nom|Number=Sing|Person=3	13	obl	_	obl
2	lideri	lider	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	3	nmod	_	nmod
7	uçağın	uçak	NOUN	Noun	Case=Gen|Number=Sing|Person=3	11	nmod:poss	_	nmod
10	iniş	iniş	NOUN	Noun	Case=Nom|Number=Sing|Person=3	11	obj	_	obj
14	olayı	olay	NOUN	Noun	Case=Acc|Number=Sing|Person=3	16	obj	_	obj
18	gazetecilerle	gazeteci	NOUN	Noun	Case=Ins|Number=Plur|Person=3	20	nmod:poss	_	nmod
19	işadamları	işadamı	NOUN	Noun	Case=Nom|Number=Plur|Number[psor]=Plur|Person=3|Person[psor]=3	18	conj	_	conj
22	süre	süre	NOUN	Noun	Case=Nom|Number=Sing|Person=3	25	nmod	_	nmod
25	gerginlik	gerginlik	NOUN	Noun	Case=Nom|Number=Sing|Person=3	26	nsubj	_	nsubj
5	eve	ev	NOUN	Noun	Case=Dat|Number=Sing|Person=3	9	obl	_	obl
6	eninde	en	NOUN	Noun	Case=Loc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	9	obl	_	obl
2	nimetten	nimet	NOUN	Noun	Case=Abl|Number=Sing|Person=3	3	obl	_	obl
2	işe	iş	NOUN	Noun	Case=Dat|Number=Sing|Person=3	4	obl	_	obl
7	ilişkileri	ilişki	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Plur|Person=3|Person[psor]=3	2	nsubj	SpaceAfter=No	nsubj
1	eldiveninin	eldiven	NOUN	Noun	Case=Gen|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	3	nmod:poss	_	nmod
3	tarafında	taraf	NOUN	Noun	Case=Loc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	5	nmod	_	nmod
5	kürkü	kürk	NOUN	Noun	Case=Acc|Number=Sing|Person=3	6	obj	_	obj
1	gazetelerde	gazete	NOUN	Noun	Case=Loc|Number=Plur|Person=3	4	obl	_	obl
3	çocuklar	çocuk	NOUN	Noun	Case=Nom|Number=Plur|Person=3	4	nsubj	_	nsubj
4	hali	hal	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	8	nsubj	_	nsubj
4	aklınızdan	akıl	NOUN	Noun	Case=Abl|Number=Sing|Number[psor]=Plur|Person=3|Person[psor]=2	5	obl	_	obl
7	şey	şey	NOUN	Noun	Case=Nom|Number=Sing|Person=3	6	compound	_	compound
2	makine	makine	NOUN	Noun	Case=Nom|Number=Sing|Person=3	7	obj	_	obj
3	annem	anne	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=1	6	nsubj	_	nsubj
5	sürpriz	sürpriz	NOUN	Noun	Case=Nom|Number=Sing|Person=3	6	obj	_	obj
1	zamanı	zaman	NOUN	Noun	Case=Acc|Number=Sing|Person=3	2	nsubj	_	nsubj
6	sahnede	sahne	NOUN	Noun	Case=Loc|Number=Sing|Person=3	8	obl	_	obl
7	yerlerini	yer	NOUN	Noun	Case=Acc|Number=Plur|Number[psor]=Plur|Person=3|Person[psor]=3	8	obj	_	obj
2	sabah	sabah	NOUN	Noun	Case=Nom|Number=Sing|Person=3	3	nsubj	_	nsubj
4	rüyasını	rüya	NOUN	Noun	Case=Acc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	5	obj	_	obj
3	kapının	kapı	NOUN	Noun	Case=Gen|Number=Sing|Person=3	4	nmod:poss	_	nmod
6	yüreği	yürek	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	10	nsubj	_	nsubj
8	kuş	kuş	NOUN	Noun	Case=Nom|Number=Sing|Person=3	10	obl	_	obl
1	babasına	baba	NOUN	Noun	Case=Dat|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	2	obl	_	obl
3	yumurcak	yumurcak	NOUN	Noun	Case=Nom|Number=Sing|Person=3	2	nsubj	SpaceAfter=No	nsubj
3	bakanlığı'nda	bakanlık	NOUN	Noun	Case=Loc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	1	flat	_	flat
